audio_filename,motion_dirname
datasets/training_dataset/audio/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--117832-118731/JWC621/audio_separated/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--117832-118731.wav,datasets/training_dataset/smplx/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--117832-118731/JWC621
datasets/training_dataset/audio/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--117832-118731/EUI309/audio_separated/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--117832-118731.wav,datasets/training_dataset/smplx/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--117832-118731/EUI309
datasets/training_dataset/audio/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--117832-118731/AVA216/audio_separated/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--117832-118731.wav,datasets/training_dataset/smplx/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--117832-118731/AVA216
datasets/training_dataset/audio/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--117832-118731/UIG832/audio_separated/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--117832-118731.wav,datasets/training_dataset/smplx/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--117832-118731/UIG832
datasets/training_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_CEO_presenting_to_their_shareholders_or_staff--140049-144698/AVL958/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_CEO_presenting_to_their_shareholders_or_staff--140049-144698.wav,datasets/training_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_CEO_presenting_to_their_shareholders_or_staff--140049-144698/AVL958
datasets/training_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_CEO_presenting_to_their_shareholders_or_staff--140049-144698/ZVV024/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_CEO_presenting_to_their_shareholders_or_staff--140049-144698.wav,datasets/training_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_CEO_presenting_to_their_shareholders_or_staff--140049-144698/ZVV024
datasets/training_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_CEO_presenting_to_their_shareholders_or_staff--140049-144698/APU795/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_CEO_presenting_to_their_shareholders_or_staff--140049-144698.wav,datasets/training_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_CEO_presenting_to_their_shareholders_or_staff--140049-144698/APU795
datasets/training_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_CEO_presenting_to_their_shareholders_or_staff--140049-144698/BST815/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_CEO_presenting_to_their_shareholders_or_staff--140049-144698.wav,datasets/training_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_CEO_presenting_to_their_shareholders_or_staff--140049-144698/BST815
datasets/training_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--057799-059898/CKG723/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--057799-059898.wav,datasets/training_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--057799-059898/CKG723
datasets/training_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--057799-059898/GQM807/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--057799-059898.wav,datasets/training_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--057799-059898/GQM807
datasets/training_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--057799-059898/MRJ778/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--057799-059898.wav,datasets/training_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--057799-059898/MRJ778
datasets/training_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--057799-059898/AXN146/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--057799-059898.wav,datasets/training_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--057799-059898/AXN146
